account   age,merchant,amount
2,M348934600,27.67
4,M348934600,13.86
1,M348934600,37.26
2,M348934600,27.31
4,M348934600,25.69
2,M348934600,9.79
3,M348934600,23.22
5,M348934600,0.46
2,M348934600,4.48
2,M348934600,12.87
6,M348934600,0.73
3,M348934600,7.11
1,M348934600,39.32
4,M348934600,0.77
1,M348934600,21.26
3,M348934600,22.9
2,M348934600,26.06
6,M1649169323,85.74
5,M348934600,38.44
4,M85975013,66.52
1,M348934600,40.89
3,M1823072687,38.97
3,M348934600,8
2,M348934600,29.11
5,M348934600,39.85
3,M348934600,25.74
3,M348934600,23.09
2,M348934600,22
2,M348934600,26.15
3,M1823072687,36.21
2,M348934600,2
2,M85975013,73.9
3,M1823072687,3.63
4,M348934600,59.9
1,M855959430,60.83
2,M348934600,49.46
2,M349281107,46.84
3,M348934600,14.29
3,M348934600,35.66
3,M1823072687,47.93
1,M348934600,48.41
2,M348934600,30.9
1,M1823072687,53.58
4,M348934600,33.36
3,M348934600,63.15
3,M1053599405,44.65
2,M348934600,8.39
5,M348934600,25.79
5,M348934600,15.43
4,M348934600,21.04
1,M1823072687,52.02
2,M348934600,26.79
2,M1198415165,85.74
4,M348934600,7.97
4,M1823072687,12.25
2,M348934600,27.16
0,M348934600,33.07
4,M151143676,64.31
1,M348934600,34.64
2,M348934600,17.06
2,M348934600,22.9
3,M1823072687,0.88
4,M547558035,65.17
3,M348934600,13.94
1,M348934600,56.57
4,M1823072687,64.62
2,M348934600,45.1
3,M348934600,6.34
2,M348934600,7.39
3,M1823072687,9.01
3,M1823072687,29.13
0,M1198415165,85.74
2,M85975013,49.79
1,M348934600,7.58
5,M348934600,25.29
5,M348934600,27.04
1,M677738360,64.19
2,M85975013,83.87
2,M348934600,6.41
6,M348934600,27.66
2,M1823072687,11.14
2,M1823072687,18.48
5,M348934600,32.91
5,M348934600,37.99
4,M348934600,22.13
5,M923029380,51.48
4,M348934600,11.27
3,M1823072687,16.47
4,M1823072687,6.67
3,M151143676,10.23
5,M348934600,5.87
2,M1823072687,59.43
5,M1823072687,33.86
5,M348934600,17.72
4,M348934600,39.75
2,M1053599405,65.19
3,M348934600,21.5
3,M855959430,37.54
5,M348934600,37.39
2,M348934600,21.28
4,M1823072687,21.19
2,M348934600,15.51
5,M348934600,42.74
6,M348934600,46.76
2,M1823072687,15.88
3,M348934600,30.89
3,M348934600,8.94
3,M348934600,34.5
3,M348934600,1.8
5,M348934600,32.3
2,M348934600,44.68
6,M348934600,53.88
5,M348934600,6.47
2,M348934600,1.38
2,M348934600,15.87
6,M855959430,6.18
6,M348934600,56.5
2,M348934600,30.29
5,M840466850,41.7
4,M348934600,37.54
3,M348934600,16.17
2,M348934600,25.68
3,M348934600,42.36
6,M348934600,2.59
6,M1823072687,19.91
3,M348934600,11.13
4,M348934600,24.24
2,M1823072687,41.09
1,M348934600,35.98
5,M348934600,36.93
1,M1823072687,28.42
2,M348934600,1.79
1,M1823072687,11.48
3,M348934600,11.06
4,M348934600,43.62
3,M348934600,9
4,M1823072687,31.85
2,M348934600,21.39
2,M855959430,23.66
2,M348934600,45.04
4,M348934600,49.24
3,M1823072687,5.14
2,M348934600,35.94
3,M348934600,29.7
6,M857378720,85.74
3,M348934600,24.57
4,M348934600,29.86
4,M348934600,2.79
2,M348934600,5.05
6,M348934600,59.54
2,M348934600,22.31
2,M348934600,8.97
2,M348934600,13.11
1,M1823072687,20.5
5,M1748431652,28.74
5,M923029380,79.58
3,M348934600,17.94
3,M348934600,19.91
2,M348934600,2.64
4,M348934600,21.71
3,M209847108,85.74
5,M480139044,83.93
4,M1823072687,27.62
3,M348934600,31.5
3,M348934600,15.49
1,M348934600,8.59
4,M348934600,14.56
4,M348934600,1.61
3,M348934600,26.03
3,M1823072687,35.05
4,M348934600,45.39
3,M547558035,81.67
3,M348934600,35.94
2,M348934600,11.5
5,M348934600,32.69
2,M348934600,13.18
2,M348934600,35.38
2,M1946091778,32.51
2,M348934600,33.08
2,M348934600,51.03
4,M348934600,26.5
2,M348934600,23.2
2,M1823072687,3.17
2,M348934600,51.64
2,M1823072687,24.14
1,M1313686961,71.41
5,M348934600,16.08
3,M348934600,62.99
2,M348934600,42.28
4,M1823072687,20.83
2,M348934600,45.47
2,M1823072687,66.19
2,M348934600,25.41
3,M1823072687,27.24
3,M1823072687,32.88
3,M1823072687,11.4
1,M1823072687,44.55
3,M348934600,17.66
3,M1053599405,85.74
2,M348934600,5.4
3,M348934600,31.21
2,M1823072687,13.77
3,M348934600,24.5
2,M348934600,30.93
6,M1823072687,30.6
3,M923029380,85.74
4,M85975013,11.95
2,M1823072687,13.9
3,M348934600,2.1
3,M348934600,34.56
2,M348934600,35.51
2,M348934600,20.82
1,M348934600,26.46
2,M348934600,9.47
3,M1823072687,32.81
4,M1823072687,13.81
1,M1823072687,20.5
3,M480139044,85.74
3,M1823072687,25.29
2,M85975013,26.45
4,M348934600,17.41
2,M348934600,37.19
3,M348934600,24.76
2,M348934600,16.43
2,M348934600,40.75
3,M348934600,42.7
2,M348934600,1.76
4,M348934600,59.25
2,M348934600,20.97
2,M348934600,45.04
3,M348934600,13.19
3,M348934600,8.06
6,M209847108,85.74
6,M209847108,85.74
2,M348934600,22.15
4,M348934600,22.99
5,M348934600,54.53
1,M348934600,20.1
3,M348934600,32.67
1,M348934600,29.61
4,M348934600,53.62
3,M1535107174,85.74
2,M348934600,7.19
4,M348934600,51.38
3,M348934600,35.59
3,M1823072687,26.28
3,M348934600,35.06
5,M348934600,53.58
3,M151143676,85.74
3,M348934600,39.17
1,M1053599405,85.74
2,M348934600,29.5
3,M1823072687,19.53
5,M348934600,17.39
2,M348934600,58.54
3,M348934600,22.93
6,M348934600,6.79
4,M692898500,85.74
5,M348934600,17.02
2,M348934600,32.81
4,M348934600,29.37
0,M1823072687,14.41
4,M1823072687,6.71
5,M348934600,31.68
4,M348934600,26.55
2,M1823072687,57.75
3,M348934600,33.03
2,M855959430,44.72
3,M348934600,17.17
2,M1823072687,9.69
3,M348934600,7.86
1,M348934600,27.99
3,M151143676,3.78
4,M348934600,13.8
3,M85975013,55.96
2,M348934600,16.68
4,M348934600,73.38
2,M348934600,30.69
3,M348934600,40.7
6,M1823072687,24.77
2,M1823072687,22.57
2,M348934600,19.48
2,M348934600,42.34
2,M348934600,28.38
3,M348934600,13.77
3,M855959430,60.77
3,M348934600,19.42
6,M1823072687,16.52
4,M348934600,54.85
3,M1823072687,30.66
2,M348934600,34.12
4,M348875670,85.74
2,M348934600,51.63
2,M1823072687,21.37
5,M348934600,5.53
3,M348934600,41.87
2,M349281107,81.79
3,M855959430,83.07
2,M348934600,31.32
2,M348934600,41.62
3,M1823072687,57.34
3,M1823072687,26.52
2,M348934600,30.28
4,M348934600,22.55
4,M855959430,1.31
6,M1823072687,24.73
3,M348934600,10.07
1,M348934600,48.78
2,M348934600,44.59
5,M348934600,43.46
2,M348934600,61
4,M348934600,20.75
5,M1823072687,50.5
3,M348934600,28.41
2,M1823072687,32.81
4,M348934600,37.52
2,M348934600,27.35
4,M348934600,30.79
1,M348934600,9.99
3,M348934600,1.85
5,M348934600,6.59
2,M348934600,61.99
4,M348934600,26.49
3,M348934600,26.19
2,M348934600,9.53
2,M348934600,0.77
5,M348934600,24.68
4,M547558035,72.4
4,M349281107,51.1
2,M348934600,42.53
2,M348934600,24.35
3,M348934600,31.99
1,M348934600,22.69
3,M1823072687,27.88
2,M348934600,38.66
4,M348934600,14.82
2,M348934600,40.5
1,M1823072687,0.25
4,M348934600,35.32
3,M348934600,20.86
1,M348934600,57.41
1,M348934600,59.58
2,M1823072687,20.51
4,M348934600,18.03
3,M1823072687,39.67
3,M151143676,9.34
2,M348934600,28.61
3,M348934600,5.44
1,M348934600,43.57
6,M348934600,67.59
4,M348934600,18.05
3,M1823072687,40.25
5,M348934600,17.97
1,M348934600,23.55
2,M348934600,17.3
2,M1198415165,85.74
2,M348934600,16.64
3,M348934600,4.61
2,M348934600,43.41
3,M348934600,49.75
3,M692898500,29.68
4,M1823072687,5.8
2,M348934600,76.67
2,M1823072687,48.02
5,M348934600,55.06
1,M348934600,25.62
1,M348934600,9.18
1,M1823072687,16.71
6,M348934600,22.7
2,M348934600,26.04
3,M348934600,27.27
2,M209847108,67.3
3,M348934600,33.39
2,M348934600,44.3
3,M349281107,49.93
2,M348934600,18.36
6,M1823072687,14.71
3,M151143676,66.07
3,M1198415165,43.9
2,M348934600,48.46
3,M348934600,34.81
2,M348934600,2.08
2,M348934600,23.7
0,M85975013,23.85
3,M1535107174,85.74
3,M348934600,16.96
1,M1823072687,48.82
2,M85975013,54.13
4,M348934600,13.22
2,M348934600,33.32
2,M348934600,6.07
3,M348934600,42.71
4,M1823072687,62.93
2,M85975013,45.21
3,M348934600,31.49
2,M1053599405,85.74
4,M348934600,16.91
1,M348934600,45.55
5,M348934600,3.47
3,M348934600,24.88
3,M348934600,55.06
2,M1823072687,21.93
3,M348934600,9.14
5,M348934600,6.07
2,M1823072687,40.99
3,M348934600,19.79
6,M692898500,58.89
2,M480139044,85.74
5,M480139044,85.74
3,M348934600,30.92
2,M1823072687,1.11
4,M1823072687,30.16
4,M348934600,35.34
2,M151143676,64.99
3,M1053599405,45.53
3,M348934600,46.73
5,M348934600,34.02
1,M1823072687,24.87
3,M348934600,56.21
2,M348934600,35
3,M1198415165,75.06
3,M348934600,38.5
2,M348934600,0.62
3,M348934600,23.22
2,M348934600,4.58
2,M348934600,1.25
2,M348934600,47.96
2,M348934600,28.92
6,M348934600,38.18
3,M1313686961,66.86
0,M348934600,31.89
6,M1198415165,1.14
3,M1198415165,85.74
3,M1198415165,85.74
2,M348934600,14.83
1,M348934600,3.62
2,M348934600,30.31
4,M1823072687,6.94
5,M348934600,10.67
1,M1823072687,1.53
2,M1823072687,9.66
5,M348934600,2.97
2,M151143676,37.79
3,M348934600,29.73
1,M348934600,5.02
2,M348934600,4.44
1,M348934600,8.85
3,M348934600,37.97
4,M732195782,85.74
3,M348934600,4.35
4,M348934600,6.04
4,M348934600,15.05
4,M348934600,11.87
1,M348934600,40.87
2,M348934600,2.79
1,M1600850729,60.79
1,M1823072687,15.06
3,M1823072687,19.46
2,M348934600,17.1
1,M348934600,24.01
2,M692898500,29.87
1,M1823072687,25.15
2,M348934600,15.29
6,M348934600,17.45
2,M348934600,2.63
4,M348934600,10.76
4,M348934600,16.9
2,M85975013,70.53
3,M1823072687,10.47
2,M348934600,5.27
3,M480139044,85.74
2,M1823072687,23.11
3,M348934600,9.58
3,M1053599405,85.74
2,M348934600,24.79
5,M348934600,30.37
3,M1823072687,14.78
2,M348934600,51.62
1,M348934600,13.86
6,M1888755466,24.29
2,M348934600,85.74
2,M1823072687,18.32
3,M348934600,24.11
4,M348934600,39.68
5,M348934600,39.37
2,M855959430,57.18
2,M348934600,35.89
4,M348934600,41.72
2,M1823072687,52.48
2,M348934600,42.37
3,M348934600,46.47
3,M348934600,32.39
5,M348934600,44.17
4,M1823072687,12.43
5,M348934600,42.87
1,M1823072687,27.18
4,M348934600,48.67
1,M1053599405,50.92
1,M348934600,39.53
1,M348934600,17.93
4,M1823072687,24.67
4,M85975013,4.93
2,M85975013,35.26
4,M348934600,14.7
2,M348934600,35.27
5,M348934600,15.28
3,M348934600,2.17
5,M348934600,16.35
2,M348934600,25.22
4,M348934600,13.48
3,M348934600,26.17
3,M855959430,35.36
2,M348934600,5.41
3,M348934600,48.56
1,M348934600,31.67
3,M348934600,35.78
1,M348934600,19.11
2,M480139044,67.38
3,M348934600,24.9
4,M348934600,9.74
4,M1649169323,26.59
6,M348934600,19.94
2,M348934600,1.46
1,M348934600,0.19
2,M348934600,34.93
6,M480139044,85.74
2,M348934600,20.94
5,M348934600,16.6
4,M348934600,0.63
4,M85975013,33.84
3,M348934600,39.33
3,M348934600,67.81
4,M348934600,16.6
4,M348934600,44.23
1,M1535107174,78.8
6,M348934600,35.19
2,M348934600,9.4
3,M348934600,10.53
4,M348934600,3.89
2,M480139044,85.74
2,M85975013,24.83
3,M348934600,1.12
2,M1823072687,32.2
3,M348934600,30.32
3,M348934600,5.65
5,M209847108,84.79
2,M348934600,28.36
2,M1823072687,22.62
5,M348934600,7.71
3,M348934600,24.04
5,M348934600,41.67
6,M2122776122,31.81
2,M348934600,22
2,M348934600,44.79
3,M348934600,40.8
2,M348934600,10.11
1,M1888755466,19.25
0,M348934600,45.67
3,M1823072687,34.04
3,M855959430,63.56
2,M348934600,45.56
2,M1823072687,22.13
2,M1946091778,65.81
5,M2122776122,58.2
2,M348934600,37.75
3,M480139044,74.93
5,M348934600,48.01
2,M1823072687,20.32
4,M348934600,44.19
2,M348934600,8.54
6,M348934600,5.83
5,M1823072687,34.45
4,M1823072687,4.44
4,M348934600,45.08
4,M348934600,18
4,M348934600,25.64
4,M348934600,42.86
6,M1053599405,85.74
4,M855959430,58.34
3,M348934600,16.72
6,M348934600,0.38
2,M348934600,39.58
2,M348934600,46.74
3,M348934600,25.68
2,M348934600,3.07
3,M348934600,51.84
1,M348934600,5.86
3,M348934600,11.89
2,M348934600,66.87
3,M1823072687,37.07
2,M151143676,41.31
5,M1823072687,5.02
4,M348934600,21.44
4,M348934600,35.26
5,M1823072687,47.51
4,M1888755466,85.74
3,M348934600,25.93
3,M1823072687,69.86
2,M348934600,50.33
2,M348934600,29.49
2,M348934600,48.72
4,M1823072687,16.24
2,M348934600,60.1
3,M1053599405,85.74
4,M348934600,40.06
5,M348934600,39.14
3,M348934600,56.78
4,M348934600,17.28
4,M348934600,18.43
3,M1823072687,15.58
1,M348934600,17.84
2,M348934600,31.94
3,M855959430,16.02
1,M151143676,85.74
4,M348934600,15.74
1,M348934600,37.32
4,M348934600,27.84
5,M348934600,7.29
4,M1823072687,1.84
2,M348934600,0.13
2,M1823072687,38.33
5,M348934600,31.12
4,M348934600,24.53
5,M348934600,34.77
5,M151143676,13.56
4,M348934600,14.89
4,M348934600,3.96
1,M348934600,2.02
6,M348934600,56.18
2,M348934600,46.38
2,M1823072687,40.57
1,M1823072687,5.87
2,M348934600,27.31
2,M348934600,10.09
5,M348934600,46.84
1,M1741626453,73.8
5,M348934600,36.03
3,M1823072687,39.83
3,M348934600,12.11
3,M855959430,46.27
4,M348934600,26.95
1,M348934600,4.81
1,M348934600,25.93
2,M348934600,3.79
2,M348934600,18.92
2,M85975013,4.74
3,M348934600,23.19
6,M151143676,85.74
2,M348934600,4.57
3,M348934600,48.11
2,M348934600,43.36
3,M1823072687,15.04
2,M1823072687,34.35
3,M1823072687,12.03
2,M348934600,35.66
2,M348934600,55.49
3,M348934600,7.77
3,M348934600,28.1
2,M348934600,16
2,M1823072687,8.04
2,M1823072687,29.57
4,M348934600,14.23
4,M348934600,78.14
2,M1823072687,36.1
5,M348934600,2.74
3,M348934600,34.22
3,M1823072687,27.35
2,M348934600,28.51
2,M348934600,47.38
5,M348934600,44.75
2,M1823072687,24.65
3,M348934600,27.49
4,M348934600,51.35
2,M348934600,39.48
2,M348934600,16.13
6,M1823072687,34.97
2,M348934600,10
2,M1842530320,73.53
2,M348934600,12.49
2,M151143676,20.65
4,M348934600,18.9
4,M348934600,24.41
6,M348934600,11.89
2,M348934600,17.14
2,M348934600,33.12
3,M348934600,65.95
4,M1823072687,38.46
2,M348934600,27.39
4,M348934600,13.65
2,M1053599405,85.74
4,M348934600,16.7
2,M348934600,28.9
4,M1823072687,49.09
3,M348934600,25.54
5,M348934600,23.29
5,M348934600,34.05
3,M1823072687,47.96
3,M348934600,14.8
5,M348934600,13.21
3,M348934600,1.55
1,M348934600,19.96
5,M348934600,45.08
2,M855959430,67.07
5,M348934600,39.68
3,M1823072687,63.82
3,M348934600,28.82
3,M348934600,19.67
3,M348934600,5.93
5,M348934600,33.08
2,M1823072687,13.69
2,M348934600,8.03
3,M348934600,57.26
5,M348934600,25.92
4,M209847108,85.74
3,M1823072687,63.35
2,M348934600,29.06
1,M1823072687,43.2
2,M348934600,6.86
4,M348934600,29.9
3,M1823072687,8.57
5,M348875670,85.74
5,M348934600,21.48
4,M348934600,21.61
2,M348934600,23.51
2,M1888755466,85.74
2,M348934600,60.58
5,M348934600,5.28
2,M348934600,59.8
3,M348934600,53.51
5,M348934600,41.8
4,M348934600,10.27
2,M348934600,11.38
3,M348934600,49.44
0,M348934600,12.66
2,M1888755466,66.6
5,M1888755466,85.74
4,M1823072687,19.33
2,M348934600,30.96
2,M1823072687,35.58
2,M348934600,54.8
3,M348934600,8.33
2,M348934600,4.28
4,M348934600,29.03
3,M1823072687,9.41
3,M348934600,6.7
3,M1053599405,43.7
1,M980657600,6.34
3,M692898500,85.74
5,M1823072687,7.17
2,M348934600,4.24
3,M348934600,50.5
2,M348934600,34.2
4,M348934600,7.37
2,M1823072687,20.87
1,M348934600,22.71
1,M1823072687,7.8
5,M1823072687,22.54
2,M348934600,9.34
2,M348934600,35.54
2,M348934600,22.44
1,M85975013,41.71
4,M348934600,37.76
3,M1946091778,85.74
2,M348934600,12.87
2,M348934600,6.05
3,M480139044,85.74
3,M348934600,25.65
5,M1823072687,27.62
2,M348934600,36.42
6,M980657600,85.74
2,M980657600,85.74
4,M840466850,51.71
1,M348934600,24.8
2,M348934600,47.35
3,M348934600,5.92
1,M348934600,17.59
3,M348934600,34.92
1,M348934600,55.34
3,M840466850,46.11
2,M1823072687,14.86
6,M1823072687,37.87
2,M480139044,12.39
5,M348934600,25
1,M348934600,1.23
4,M348934600,14.1
2,M348934600,33.61
2,M1823072687,17.77
4,M348934600,15.8
2,M348934600,17.61
1,M348934600,35.32
3,M348934600,26.26
4,M348934600,6.75
4,M348934600,11.33
3,M348934600,18.69
2,M692898500,85.74
4,M1823072687,28.26
3,M1535107174,85.74
4,M855959430,12.26
3,M1535107174,24.1
4,M348934600,51.87
2,M85975013,27.79
4,M348934600,27.93
3,M348934600,32.49
2,M348934600,23.85
4,M348934600,12.64
6,M348934600,39.19
4,M348934600,7.04
2,M348934600,30.72
2,M1823072687,11.55
4,M855959430,62.91
5,M348934600,69.78
4,M348934600,18.87
5,M348934600,8.43
2,M348934600,20.4
2,M1823072687,10.53
6,M980657600,43.23
2,M348934600,22.17
3,M348934600,17.25
2,M348934600,25.59
2,M348934600,6.8
4,M151143676,48.64
2,M348934600,8.48
3,M1823072687,85.74
3,M348934600,44.85
2,M348934600,18.17
5,M348934600,52.97
0,M480139044,9.27
2,M348934600,5.74
1,M348934600,28.72
2,M348934600,15.31
2,M348934600,24.19
5,M348934600,17.74
1,M1053599405,27.42
2,M348934600,72.2
2,M1198415165,72.7
3,M348934600,15.27
2,M855959430,8.88
3,M348934600,2.9
2,M348934600,23.84
5,M348934600,17.06
3,M348934600,21.86
3,M348934600,15.26
3,M1823072687,17.47
4,M348934600,32.87
5,M1823072687,22.76
3,M348934600,7.1
3,M348934600,48.58
2,M1823072687,25.47
3,M348934600,52.63
4,M348934600,29.19
2,M348934600,17.63
3,M348934600,6.75
3,M1823072687,9.72
1,M348934600,19.78
1,M348934600,23.43
5,M348934600,13.89
4,M348934600,44.32
2,M855959430,76.51
6,M1823072687,8.15
5,M348934600,44.05
5,M348934600,11.72
5,M348934600,33.91
3,M1823072687,33.98
4,M348934600,44.05
2,M348934600,53.96
2,M348934600,21.54
1,M85975013,85.74
2,M348934600,31.45
5,M1823072687,37.82
1,M348934600,2.21
3,M1600850729,33.47
2,M348934600,9.17
1,M1823072687,28.26
5,M348934600,43.34
2,M348934600,8.02
3,M348934600,14.33
3,M348934600,24.9
2,M151143676,42.92
2,M348934600,43.25
2,M348934600,29.49
4,M348934600,49.21
5,M348934600,55.39
4,M348934600,22.29
4,M348934600,27.98
5,M348934600,68.39
2,M1748431652,63.49
6,M348934600,56.18
4,M348934600,22.97
4,M855959430,24.61
2,M1823072687,27.36
3,M348934600,18.62
2,M923029380,85.74
3,M348934600,16.49
3,M1823072687,22.98
4,M1823072687,19.18
2,M348934600,11.63
5,M348934600,11.37
4,M348934600,68.51
5,M1313686961,69.05
4,M151143676,58.42
4,M348934600,9.63
2,M348934600,27.41
5,M348934600,15.64
5,M348934600,13.72
2,M348934600,57.97
3,M348934600,29.2
1,M348934600,22.82
4,M348934600,74.22
4,M85975013,26.62
3,M1823072687,23.9
4,M348934600,8
2,M348934600,4.48
4,M1823072687,1.19
2,M348934600,10.67
2,M348934600,15.61
2,M348934600,42.75
5,M85975013,46.68
4,M348934600,66.92
2,M85975013,48.87
2,M348934600,18.17
1,M348934600,8.82
4,M348934600,25.12
6,M855959430,26.47
1,M348934600,17.69
2,M348934600,0.53
1,M348934600,47.11
4,M348934600,57.22
3,M855959430,31.69
2,M1823072687,18.64
4,M348934600,34.08
1,M85975013,14.44
4,M348934600,12.87
6,M1823072687,2.36
4,M348934600,24.43
6,M348934600,22.11
3,M348934600,47.06
3,M348934600,21.93
5,M85975013,71.32
2,M1823072687,5.18
2,M1888755466,85.74
2,M348934600,15.04
3,M348934600,44.23
2,M1823072687,33.12
3,M1823072687,26.11
3,M348934600,35.76
5,M348934600,7.24
4,M348934600,26.69
3,M348934600,50.8
5,M348934600,17.66
6,M348934600,39.9
3,M348934600,56.89
2,M348934600,6.72
5,M348934600,39.73
1,M348934600,7.55
2,M840466850,85.74
3,M348934600,2.81
2,M348934600,43.29
1,M348934600,15.33
3,M1823072687,57.63
2,M1823072687,52.05
2,M348934600,10.54
4,M547558035,85.74
4,M547558035,85.74
4,M1823072687,35.33
3,M348934600,17
0,M1823072687,14.72
1,M1823072687,4.23
1,M348934600,6.63
2,M348934600,40.06
4,M348934600,31.48
4,M85975013,47.75
1,M1823072687,52.53
2,M348934600,34.68
4,M348934600,22.16
3,M348934600,9.77
5,M1888755466,3.67
6,M348934600,30.44
2,M348934600,27.06
1,M348934600,11.07
2,M1823072687,17.24
2,M348934600,10.67
1,M348934600,11.56
4,M348934600,31.48
4,M348934600,22.25
5,M348934600,41.3
2,M348934600,51.17
2,M348934600,68.16
3,M1842530320,85.74
2,M348934600,9.51
3,M348934600,40.45
4,M348934600,23.37
2,M348934600,7.68
1,M348934600,15.79
4,M348934600,29.6
3,M348934600,0.83
2,M1823072687,6.35
1,M1823072687,37.73
2,M348934600,7.38
2,M1823072687,12.3
3,M348934600,58.94
2,M348934600,10.11
2,M348934600,9.41
3,M348934600,7.19
4,M1823072687,63.28
2,M348934600,77.8
3,M348934600,23.91
4,M348934600,28.29
2,M348934600,38.95
5,M348934600,18.34
6,M348934600,29.54
3,M1198415165,11.83
2,M348934600,35.01
3,M348934600,19.13
5,M348934600,68.68
5,M348934600,40.07
1,M348934600,28.23
1,M1535107174,43.13
2,M348934600,4.81
4,M855959430,52.66
3,M1823072687,17.31
3,M348934600,0.24
4,M348934600,15.99
4,M348934600,9.82
2,M348934600,45.12
2,M348934600,11.67
3,M348934600,23.78
1,M348934600,26.22
2,M348934600,41.36
2,M348934600,31.54
3,M348934600,37.62
3,M348934600,0.37
1,M348934600,49.06
3,M348934600,33.11
3,M348934600,41.56
4,M348934600,18.25
2,M85975013,63.91
5,M348934600,18.44
2,M348934600,71.49
1,M348934600,11.41
4,M348934600,46.44
2,M1823072687,47.5
1,M348934600,1.26
4,M348934600,11.99
3,M547558035,85.74
1,M348934600,31.34
3,M348934600,39.22
2,M1823072687,13.38
2,M1823072687,16.45
5,M85975013,63.12
1,M348934600,60.45
2,M1823072687,43.92
4,M1823072687,10.08
2,M348934600,20.94
2,M209847108,38
2,M348934600,12.05
1,M1823072687,21.23
4,M151143676,45.77
4,M348934600,6.73
5,M348934600,27.31
2,M348934600,30.1
3,M855959430,35.8
6,M480139044,85.74
2,M348934600,6.05
6,M348934600,3.44
2,M348934600,69.87
2,M348934600,14.76
1,M348934600,20.45
3,M348934600,23.78
2,M348934600,70.2
2,M1823072687,31.71
4,M1888755466,62.57
1,M348934600,24.27
4,M348934600,43.73
2,M1823072687,19.92
4,M855959430,42.15
5,M151143676,15.29
2,M348934600,54.48
4,M1888755466,20.57
4,M348934600,15.44
2,M348934600,57.57
2,M348934600,37.25
3,M348934600,14.76
5,M348934600,22.25
4,M209847108,82.8
1,M855959430,57.32
2,M348934600,68.21
4,M348934600,79.72
4,M1823072687,7.72
2,M348934600,33.4
6,M348934600,33.61
5,M348934600,22.17
3,M1198415165,75.92
5,M348934600,24.75
4,M348934600,32.82
3,M85975013,71.33
5,M348934600,27.72
2,M85975013,44.52
1,M348934600,52.5
2,M348934600,41.09
2,M348934600,54.68
3,M348934600,12.38
1,M348934600,53.08
1,M855959430,43.76
5,M151143676,74.48
3,M348934600,65.2
4,M348934600,25.89
4,M1823072687,13.83
3,M348934600,2.38
2,M1823072687,44.9
2,M348934600,23.16
3,M348934600,23.96
3,M348934600,8.97
5,M348934600,14.02
2,M980657600,85.74
6,M980657600,85.74
3,M348934600,22.47
2,M1823072687,19.78
4,M480139044,85.74
2,M348934600,16.52
4,M348934600,55.84
2,M348934600,34.87
3,M1823072687,19.96
4,M348934600,10.02
5,M1823072687,46.57
2,M348934600,8.17
6,M480139044,85.74
2,M348934600,30.39
5,M1823072687,11.56
2,M480139044,85.74
5,M348934600,22.58
3,M85975013,18.48
2,M348934600,30.37
